ID,JHI_DATE,CONVERSIONVALUE,SUELDOMIN
,2012-12-13,17.26,2047.52
,2012-12-14,17.26,2047.52
,2012-12-15,17.26,2047.52
,2012-12-16,17.26,2047.52
,2012-12-17,17.26,2047.52
,2012-12-18,17.25,2047.52
,2012-12-19,17.21,2047.52
,2012-12-20,17.19,2047.52
,2012-12-21,17.19,2047.52
,2012-12-22,17.19,2047.52
,2012-12-24,17.19,2047.52
,2012-12-25,17.08,2047.52
,2012-12-26,17.37,2047.52
,2012-12-27,17.39,2047.52
,2012-12-28,17.43,2047.52
,2012-12-29,17.43,2047.52
,2012-12-30,17.43,2047.52
,2012-12-31,17.43,2047.52
,2013-01-01,17.32,2047.52
,2013-01-02,17.27,2047.52
,2013-01-03,17.61,2047.52
,2013-01-04,17.72,2047.52
,2013-01-05,17.72,2047.52
,2013-01-06,17.72,2047.52
,2013-01-08,17.7,2047.52
,2013-01-09,17.49,2047.52
,2013-01-10,17.46,2047.52
,2013-01-11,17.45,2047.52
,2013-01-12,17.45,2047.52
,2013-01-13,17.46,2047.52
,2013-01-14,17.42,2047.52
,2013-01-15,17.42,2047.52
,2013-01-16,17.56,2047.52
,2013-01-17,17.51,2047.52
,2013-01-18,17.52,2047.52
,2013-01-19,17.52,2047.52
,2013-01-20,17.52,2047.52
,2013-01-21,17.52,2047.52
,2013-01-22,17.59,2047.52
,2013-01-23,17.59,2047.52
,2013-01-24,18.73,2047.52
,2013-01-25,18.73,2047.52
,2013-01-26,18.73,2047.52
,2013-01-27,18.73,2047.52
,2013-01-28,18.73,2047.52
,2013-01-29,18.69,2047.52
,2013-01-30,18.69,2047.52
,2013-01-31,18.69,2047.52
,2013-02-01,18.71,2047.52
,2013-02-02,18.71,2047.52
,2013-02-03,18.71,2047.52
,2013-02-04,18.83,2047.52
,2013-02-05,18.84,2047.52
,2013-02-06,20.19,2047.52
,2013-02-07,20.1,2047.52
,2013-02-08,26.62,2047.52
,2013-02-09,26.62,2047.52
,2013-02-10,20.58,2047.52
,2013-02-11,22.31,2047.52
,2013-02-12,22.03,2047.52
,2013-02-14,21.75,2047.52
,2013-02-16,21.79,2047.52
,2013-02-18,21.33,2047.52
,2013-02-19,21.52,2047.52
,2013-02-20,21.34,2047.52
,2013-02-21,21.66,2047.52
,2013-02-22,21.74,2047.52
,2013-02-23,21.74,2047.52
,2013-02-24,21.84,2047.52
,2013-04-21,24.18,2047.52
,2013-04-22,23.94,2047.52
,2013-04-23,23.62,2047.52
,2013-04-24,23.57,2047.52
,2013-04-25,24.74,2047.52
,2013-04-26,25.48,2047.52
,2013-04-27,25.48,2047.52
,2013-04-28,25.48,2047.52
,2013-04-29,25.42,2047.52
,2013-04-30,25.35,2047.52
,2013-05-01,25.4,2457.02
,2013-05-02,25.17,2457.02
,2013-05-03,25.15,2457.02
,2013-05-04,25.15,2457.02
,2013-05-05,25.17,2457.02
,2013-05-06,25.1,2457.02
,2013-05-07,26.11,2457.02
,2013-05-08,26.18,2457.02
,2013-05-09,26.21,2457.02
,2013-05-10,26.15,2457.02
,2013-05-11,26.15,2457.02
,2013-05-12,26.15,2457.02
,2013-05-13,26.6,2457.02
,2013-05-14,26.26,2457.02
,2013-05-15,26.36,2457.02
,2013-05-16,26.28,2457.02
,2013-05-17,26.67,2457.02
,2013-05-18,26.67,2457.02
,2013-05-19,26.66,2457.02
,2013-05-20,26.73,2457.02
,2013-05-21,26.78,2457.02
,2013-05-22,26.85,2457.02
,2013-05-23,27.04,2457.02
,2013-05-24,27.24,2457.02
,2013-05-25,27.24,2457.02
,2013-05-26,27.25,2457.02
,2013-05-27,27.31,2457.02
,2013-05-28,27.54,2457.02
,2013-05-29,28.37,2457.02
,2013-05-30,28.25,2457.02
,2013-05-31,28.43,2457.02
,2013-06-01,28.43,2457.02
,2013-06-02,28.47,2457.02
,2013-06-03,28.37,2457.02
,2013-06-04,28.32,2457.02
,2013-06-05,28.4,2457.02
,2013-06-06,29.84,2457.02
,2013-06-07,31.12,2457.02
,2013-06-08,31.12,2457.02
,2013-06-09,31.22,2457.02
,2013-06-10,31.16,2457.02
,2013-06-11,31.25,2457.02
,2013-06-12,31.16,2457.02
,2013-06-13,31.02,2457.02
,2013-06-14,30.89,2457.02
,2013-06-15,30.89,2457.02
,2013-06-16,30.89,2457.02
,2013-06-17,30.94,2457.02
,2013-06-18,31.25,2457.02
,2013-06-19,31.16,2457.02
,2013-06-20,31.71,2457.02
,2013-06-21,31.93,2457.02
,2013-06-22,31.93,2457.02
,2013-06-23,31.93,2457.02
,2013-06-24,31.81,2457.02
,2013-06-25,31.61,2457.02
,2013-06-26,31.48,2457.02
,2013-06-27,31.52,2457.02
,2013-06-28,31.47,2457.02
,2013-06-29,31.65,2457.02
,2013-06-30,31.65,2457.02
,2013-07-01,31.5,2457.02
,2013-07-02,31.45,2457.02
,2013-07-03,31.48,2457.02
,2013-07-04,31.39,2457.02
,2013-07-05,31.61,2457.02
,2013-07-06,31.61,2457.02
,2013-07-07,31.6,2457.02
,2013-07-08,31.6,2457.02
,2013-07-09,32.62,2457.02
,2013-07-10,32.58,2457.02
,2013-07-11,32.36,2457.02
,2013-07-12,32.26,2457.02
,2013-07-13,32.26,2457.02
,2013-07-14,32.25,2457.02
,2013-07-15,32.16,2457.02
,2013-07-16,31.84,2457.02
,2013-07-17,31.24,2457.02
,2013-07-18,30.41,2457.02
,2013-07-19,31.91,2457.02
,2013-07-20,31.91,2457.02
,2013-07-21,31.91,2457.02
,2013-07-22,31.36,2457.02
,2013-07-23,31.5,2457.02
,2013-07-24,31.54,2457.02
,2013-07-25,31.46,2457.02
,2013-07-26,31.46,2457.02
,2013-07-27,31.46,2457.02
,2013-07-28,31.46,2457.02
,2013-07-29,31.5,2457.02
,2013-07-30,31.48,2457.02
,2013-07-31,31.62,2457.02
,2013-08-01,31.68,2457.02
,2013-08-02,31.49,2457.02
,2013-08-03,31.49,2457.02
,2013-08-04,31.51,2457.02
,2013-08-05,31.49,2457.02
,2013-08-06,31.34,2457.02
,2013-08-07,31.35,2457.02
,2013-08-08,31.29,2457.02
,2013-08-09,33.46,2457.02
,2013-08-10,33.46,2457.02
,2013-08-11,33.53,2457.02
,2013-08-12,34.62,2457.02
,2013-08-13,34.84,2457.02
,2013-08-14,36.2,2457.02
,2013-08-15,36.53,2457.02
,2013-08-16,36.75,2457.02
,2013-08-17,36.75,2457.02
,2013-08-18,36.7,2457.02
,2013-08-19,36.8,2457.02
,2013-08-20,36.31,2457.02
,2013-08-21,36.33,2457.02
,2013-08-22,36.24,2457.02
,2013-08-23,36.05,2457.02
,2013-08-24,36.05,2457.02
,2013-08-25,36.05,2457.02
,2013-08-26,36.37,2457.02
,2013-08-27,37.32,2457.02
,2013-08-28,37.32,2457.02
,2013-08-29,37.41,2457.02
,2013-08-30,37.36,2457.02
,2013-08-31,37.36,2457.02
,2013-09-01,37.36,2702.73
,2013-09-02,37.24,2702.73
,2013-09-03,37.49,2702.73
,2013-09-04,38.83,2702.73
,2013-09-05,38.95,2702.73
,2013-09-06,40.62,2702.73
,2013-09-07,40.62,2702.73
,2013-09-08,40.64,2702.73
,2013-09-09,39.74,2702.73
,2013-09-10,39.5,2702.73
,2013-09-11,41.77,2702.73
,2013-09-12,41.73,2702.73
,2013-09-13,44.55,2702.73
,2013-09-14,44.55,2702.73
,2013-09-15,44.55,2702.73
,2013-09-16,44.66,2702.73
,2013-09-17,44.59,2702.73
,2013-09-18,44.36,2702.73
,2013-09-19,43.94,2702.73
,2013-09-20,43.97,2702.73
,2013-09-21,43.97,2702.73
,2013-09-22,44.13,2702.73
,2013-09-23,40.22,2702.73
,2013-09-24,41.1,2702.73
,2013-09-25,41.18,2702.73
,2013-09-26,41.36,2702.73
,2013-09-27,41.67,2702.73
,2013-09-28,42.59,2702.73
,2013-09-29,42.59,2702.73
,2013-09-30,42.47,2702.73
,2013-10-01,42.12,2702.73
,2013-10-02,41.92,2702.73
,2013-10-03,42,2702.73
,2013-10-04,41.92,2702.73
,2013-10-05,41.92,2702.73
,2013-10-06,44.94,2702.73
,2013-10-07,46.02,2702.73
,2013-10-08,44.8,2702.73
,2013-10-09,45.07,2702.73
,2013-10-10,44.93,2702.73
,2013-10-11,44.92,2702.73
,2013-10-12,44.92,2702.73
,2013-10-13,46.01,2702.73
,2013-10-14,47.05,2702.73
,2013-10-15,47.07,2702.73
,2013-10-16,47.02,2702.73
,2013-10-17,47.02,2702.73
,2013-10-18,47.95,2702.73
,2013-10-19,47.95,2702.73
,2013-10-20,47.88,2702.73
,2013-10-21,48.08,2702.73
,2013-10-22,47.92,2702.73
,2013-10-23,49.26,2702.73
,2013-10-24,53.51,2702.73
,2013-10-25,53.43,2702.73
,2013-10-26,53.43,2702.73
,2013-10-27,53.43,2702.73
,2013-10-28,54.44,2702.73
,2013-10-29,54.42,2702.73
,2013-10-30,56.49,2702.73
,2013-10-31,56.71,2702.73
,2013-11-01,59.42,2973
,2013-11-02,59.42,2973
,2013-11-03,59.42,2973
,2013-11-04,58.24,2973
,2013-11-05,58.71,2973
,2013-11-06,58.59,2973
,2013-11-07,59.52,2973
,2013-11-08,59.61,2973
,2013-11-09,60.88,2973
,2013-11-10,61.03,2973
,2013-11-11,60,2973
,2013-11-12,62.16,2973
,2013-11-13,63.97,2973
,2013-11-14,64.06,2973
,2013-11-15,61,2973
,2013-11-16,61,2973
,2013-11-17,61,2973
,2013-11-18,59.21,2973
,2013-11-19,54.97,2973
,2013-11-20,56.77,2973
,2013-11-21,60.18,2973
,2013-11-22,62.09,2973
,2013-11-23,62.09,2973
,2013-11-24,62.09,2973
,2013-11-25,60.12,2973
,2013-11-26,62.03,2973
,2013-11-27,62.03,2973
,2013-11-28,62.03,2973
,2013-11-29,62.19,2973
,2013-11-30,62.19,2973
,2013-12-01,62.25,2973
,2013-12-02,62.25,2973
,2013-12-03,64.61,2973
,2013-12-04,64.74,2973
,2013-12-05,64.42,2973
,2013-12-06,64.19,2973
,2013-12-07,64.19,2973
,2013-12-08,64.26,2973
,2013-12-09,64.23,2973
,2013-12-10,64.26,2973
,2013-12-11,64.26,2973
,2013-12-12,64.26,2973
,2013-12-13,64.13,2973
,2013-12-14,64.13,2973
,2013-12-15,64.1,2973
,2013-12-16,64.26,2973
,2013-12-17,64.52,2973
,2013-12-18,64.55,2973
,2013-12-20,64.23,2973
,2013-12-21,64.23,2973
,2013-12-22,64.26,2973
,2013-12-23,63.94,2973
,2013-12-24,63.9,2973
,2013-12-25,63.97,2973
,2013-12-26,63.84,2973
,2013-12-27,64,2973
,2013-12-28,64,2973
,2013-12-29,64.13,2973
,2013-12-30,64.13,2973
,2013-12-31,64.1,2973
,2014-01-01,64.13,3270.3
,2014-01-02,64.52,3270.3
,2014-01-03,64.42,3270.3
,2014-01-04,64.42,3270.3
,2014-01-05,64.42,3270.3
,2014-01-06,64.39,3270.3
,2014-01-07,64.1,3270.3
,2014-01-08,64.23,3270.3
,2014-01-09,66.4,3270.3
,2014-01-10,66.1,3270.3
,2014-01-11,66.1,3270.3
,2014-01-12,66.1,3270.3
,2014-01-13,68.45,3270.3
,2014-01-14,68.76,3270.3
,2014-01-15,74.11,3270.3
,2014-01-16,74.41,3270.3
,2014-01-17,74.93,3270.3
,2014-01-18,72.25,3270.3
,2014-01-19,72.25,3270.3
,2014-01-20,72.29,3270.3
,2014-01-21,73.07,3270.3
,2014-01-22,78.73,3270.3
,2014-01-23,76.48,3270.3
,2014-01-24,76.19,3270.3
,2014-01-25,76.19,3270.3
,2014-01-26,76.22,3270.3
,2014-01-27,76.59,3270.3
,2014-01-28,79.31,3270.3
,2014-01-29,79.54,3270.3
,2014-01-30,79.69,3270.3
,2014-01-31,79.88,3270.3
,2014-02-01,79.88,3270.3
,2014-02-02,80,3270.3
,2014-02-03,81.27,3270.3
,2014-02-04,80.69,3270.3
,2014-02-05,81.19,3270.3
,2014-02-06,81.08,3270.3
,2014-02-07,81.15,3270.3
,2014-02-08,81.15,3270.3
,2014-02-09,81.15,3270.3
,2014-02-10,81.23,3270.3
,2014-02-11,84.04,3270.3
,2014-02-12,87.08,3270.3
,2014-02-13,87.12,3270.3
,2014-02-14,86.88,3270.3
,2014-02-15,86.88,3270.3
,2014-02-16,87,3270.3
,2014-02-17,86.25,3270.3
,2014-02-18,87.12,3270.3
,2014-02-19,87.92,3270.3
,2014-02-20,87.75,3270.3
,2014-02-21,87.71,3270.3
,2014-02-22,87.71,3270.3
,2014-02-23,87.62,3270.3
,2014-02-24,87.67,3270.3
,2014-02-25,87.75,3270.3
,2014-02-26,88.21,3270.3
,2014-02-28,86,3270.3
,2014-03-01,84.28,3270.3
,2014-03-02,84.32,3270.3
,2014-03-03,81.31,3270.3
,2014-03-04,81.15,3270.3
,2014-03-05,80.81,3270.3
,2014-03-06,80.46,3270.3
,2014-03-07,80.54,3270.3
,2014-03-08,80.54,3270.3
,2014-03-09,80.31,3270.3
,2014-03-10,80.88,3270.3
,2014-03-11,78.04,3270.3
,2014-03-12,78.11,3270.3
,2014-03-13,75.36,3270.3
,2014-03-14,75.18,3270.3
,2014-03-15,75.18,3270.3
,2014-03-16,72.69,3270.3
,2014-03-17,73.54,3270.3
,2014-03-18,69.73,3270.3
,2014-03-19,66.84,3270.3
,2014-03-20,64.19,3270.3
,2014-03-21,57.06,3270.3
,2014-03-22,57.86,3270.3
,2014-03-23,57.86,3270.3
,2014-03-24,58.63,3270.3
,2014-03-25,72.82,3270.3
,2014-03-26,77.88,3270.3
,2014-03-27,67.47,3270.3
,2014-03-28,65.29,3270.3
,2014-03-29,67.47,3270.3
,2014-03-30,67.5,3270.3
,2014-03-31,70.03,3270.3
,2014-04-01,69.69,3270.3
,2014-04-02,66.36,3270.3
,2014-04-03,66.36,3270.3
,2014-04-04,67,3270.3
,2014-04-05,67.63,3270.3
,2014-04-06,67.67,3270.3
,2014-04-07,67.1,3270.3
,2014-04-08,66.87,3270.3
,2014-04-09,66.87,3270.3
,2014-04-10,66.47,3270.3
,2014-04-11,66.53,3270.3
,2014-04-12,66.53,3270.3
,2014-04-13,66.53,3270.3
,2014-04-14,66.8,3270.3
,2014-04-15,67.1,3270.3
,2014-04-16,64.71,3270.3
,2014-04-17,64.77,3270.3
,2014-04-18,64.74,3270.3
,2014-04-19,64.74,3270.3
,2014-04-20,64.74,3270.3
,2014-04-21,66.57,3270.3
,2014-04-22,66.97,3270.3
,2014-04-23,67.07,3270.3
,2014-04-24,67.2,3270.3
,2014-04-25,67.43,3270.3
,2014-04-26,67.43,3270.3
,2014-04-27,67.43,3270.3
,2014-04-28,68.37,3270.3
,2014-04-29,69.41,3270.3
,2014-04-30,69.48,3270.3
,2014-05-01,69.24,4251.4
,2014-05-02,69.14,4251.4
,2014-05-03,69.14,4251.4
,2014-05-04,69.48,4251.4
,2014-05-05,68.93,4251.4
,2014-05-06,68.86,4251.4
,2014-05-07,68.66,4251.4
,2014-05-08,68.17,4251.4
,2014-05-09,73.3,4251.4
,2014-05-10,73.3,4251.4
,2014-05-11,73.3,4251.4
,2014-05-12,73.74,4251.4
,2014-05-13,71.46,4251.4
,2014-05-14,74.07,4251.4
,2014-05-15,74.3,4251.4
,2014-05-16,75.58,4251.4
,2014-05-17,75.58,4251.4
,2014-05-18,75.58,4251.4
,2014-05-19,72.69,4251.4
,2014-05-20,72.69,4251.4
,2014-05-21,71.14,4251.4
,2014-05-22,69.51,4251.4
,2014-05-23,70.93,4251.4
,2014-05-24,70.93,4251.4
,2014-05-25,70.96,4251.4
,2014-05-26,70.93,4251.4
,2014-05-27,71.18,4251.4
,2014-05-28,70.93,4251.4
,2014-05-29,70.79,4251.4
,2014-05-30,70.46,4251.4
,2014-05-31,70.46,4251.4
,2014-06-01,70.5,4251.4
,2014-06-02,70.57,4251.4
,2014-06-03,70.5,4251.4
,2014-06-04,70.54,4251.4
,2014-06-05,70.29,4251.4
,2014-06-06,70,4251.4
,2014-06-07,70,4251.4
,2014-06-08,70.04,4251.4
,2014-06-09,70,4251.4
,2014-06-10,69.96,4251.4
,2014-06-11,71.24,4251.4
,2014-06-12,72.33,4251.4
,2014-06-13,72.41,4251.4
,2014-06-14,72.41,4251.4
,2014-06-15,72.44,4251.4
,2014-06-16,72.67,4251.4
,2014-06-17,71.93,4251.4
,2014-06-18,72.89,4251.4
,2014-06-19,72.56,4251.4
,2014-06-20,72.52,4251.4
,2014-06-21,72.52,4251.4
,2014-06-22,72.56,4251.4
,2014-06-23,72.48,4251.4
,2014-06-24,72.78,4251.4
,2014-06-25,72.67,4251.4
,2014-06-26,72.52,4251.4
,2014-06-27,72.41,4251.4
,2014-06-28,72.41,4251.4
,2014-06-29,72.44,4251.4
,2014-06-30,72.37,4251.4
,2014-07-01,68.18,4251.4
,2014-07-02,70.29,4251.4
,2014-07-03,70,4251.4
,2014-07-04,69.96,4251.4
,2014-07-05,69.96,4251.4
,2014-07-06,69.6,4251.4
,2014-07-07,71.37,4251.4
,2014-07-08,71.41,4251.4
,2014-07-09,72.98,4251.4
,2014-07-10,74.42,4251.4
,2014-07-11,77.41,4251.4
,2014-07-12,77.41,4251.4
,2014-07-13,77.49,4251.4
,2014-07-14,77.73,4251.4
,2014-07-15,79.56,4251.4
,2014-07-16,79.6,4251.4
,2014-07-17,82.83,4251.4
,2014-07-18,80.41,4251.4
,2014-07-19,80.2,4251.4
,2014-07-20,80.2,4251.4
,2014-07-21,79.76,4251.4
,2014-07-22,74.65,4251.4
,2014-07-23,74.62,4251.4
,2014-07-24,76,4251.4
,2014-07-25,76.08,4251.4
,2014-07-26,76.08,4251.4
,2014-07-27,76.08,4251.4
,2014-07-28,76.2,4251.4
,2014-07-29,76.27,4251.4
,2014-07-30,77.1,4251.4
,2014-07-31,77.33,4251.4
,2014-08-01,78.68,4251.4
,2014-08-02,78.68,4251.4
,2014-08-03,78.68,4251.4
,2014-08-04,78.88,4251.4
,2014-08-05,79.44,4251.4
,2014-08-06,79.28,4251.4
,2014-08-07,80.9,4251.4
,2014-08-08,81.06,4251.4
,2014-08-09,81.06,4251.4
,2014-08-10,81.06,4251.4
,2014-08-11,80.61,4251.4
,2014-08-12,80.45,4251.4
,2014-08-13,82.38,4251.4
,2014-08-14,83.87,4251.4
,2014-08-15,82.46,4251.4
,2014-08-16,82.46,4251.4
,2014-08-17,82.46,4251.4
,2014-08-18,82.46,4251.4
,2014-08-19,82.83,4251.4
,2014-08-20,83.67,4251.4
,2014-08-21,83.96,4251.4
,2014-08-22,84.17,4251.4
,2014-08-23,84.17,4251.4
,2014-08-24,84.17,4251.4
,2014-08-25,86.34,4251.4
,2014-08-26,86.17,4251.4
,2014-08-27,87.96,4251.4
,2014-08-28,90.59,4251.4
,2014-08-29,89.82,4251.4
,2014-08-30,87.82,4251.4
,2014-08-31,87.82,4251.4
,2014-09-01,87.82,4251.4
,2014-09-02,88.4,4251.4
,2014-09-03,88.09,4251.4
,2014-09-04,88.4,4251.4
,2014-09-05,90.59,4251.4
,2014-09-06,91.77,4251.4
,2014-09-07,91.77,4251.4
,2014-09-08,92.09,4251.4
,2014-09-09,92.32,4251.4
,2014-09-10,92.91,4251.4
,2014-09-11,96.14,4251.4
,2014-09-12,97.95,4251.4
,2014-09-13,97.95,4251.4
,2014-09-14,97.95,4251.4
,2014-09-15,97.48,4251.4
,2014-09-16,94.74,4251.4
,2014-09-17,93.36,4251.4
,2014-09-18,95.9,4251.4
,2014-09-19,95.52,4251.4
,2014-09-20,95.52,4251.4
,2014-09-21,95.52,4251.4
,2014-09-22,96.76,4251.4
,2014-09-23,97,4251.4
,2014-09-24,97.48,4251.4
,2014-09-25,98.1,4251.4
,2014-09-26,100.68,4251.4
,2014-09-27,100.68,4251.4
,2014-09-28,100.68,4251.4
,2014-09-29,100.93,4251.4
,2014-09-30,100.59,4251.4
,2014-10-01,100.78,4251.4
,2014-10-02,101.53,4251.4
,2014-10-03,101.77,4251.4
,2014-10-04,102.76,4251.4
,2014-10-05,102.76,4251.4
,2014-10-06,100.43,4251.4
,2014-10-07,100.33,4251.4
,2014-10-08,98.65,4251.4
,2014-10-09,98.74,4251.4
,2014-10-10,99.3,4251.4
,2014-10-11,99.3,4251.4
,2014-10-12,99.3,4251.4
,2014-10-13,99.3,4251.4
,2014-10-14,97.75,4251.4
,2014-10-15,97.2,4251.4
,2014-10-16,97.09,4251.4
,2014-10-17,96.64,4251.4
,2014-10-18,98.43,4251.4
,2014-10-19,98.43,4251.4
,2014-10-20,98.93,4251.4
,2014-10-21,98.09,4251.4
,2014-10-22,100.52,4251.4
,2014-10-23,101.63,4251.4
,2014-10-24,102.26,4251.4
,2014-10-25,102.26,4251.4
,2014-10-26,102.26,4251.4
,2014-10-27,102.95,4251.4
,2014-10-28,102.27,4251.4
,2014-10-29,101.69,4251.4
,2014-10-30,102.03,4251.4
,2014-10-31,102.56,4251.4
,2014-11-01,102.56,4251.4
,2014-11-02,102.56,4251.4
,2014-11-03,102.56,4251.4
,2014-11-04,101.8,4251.4
,2014-11-05,102.04,4251.4
,2014-11-06,103.28,4251.4
,2014-11-07,104.12,4251.4
,2014-11-08,104.12,4251.4
,2014-11-09,104.12,4251.4
,2014-11-10,106.2,4251.4
,2014-11-11,107.27,4251.4
,2014-11-12,113.62,4251.4
,2014-11-13,116.43,4251.4
,2014-11-14,121.22,4251.4
,2014-11-15,121.22,4251.4
,2014-11-16,121.22,4251.4
,2014-11-17,121.22,4251.4
,2014-11-18,124.57,4251.4
,2014-11-19,124.46,4251.4
,2014-11-20,124.46,4251.4
,2014-11-21,123.6,4251.4
,2014-11-22,123.6,4251.4
,2014-11-23,123.6,4251.4
,2014-11-24,128.18,4251.4
,2014-11-25,128.41,4251.4
,2014-11-26,137.48,4251.4
,2014-11-27,143.82,4251.4
,2014-11-28,153.66,4251.4
,2014-11-29,153.66,4251.4
,2014-11-30,153.66,4251.4
,2014-12-01,159.02,4889.11
,2014-12-02,158.04,4889.11
,2014-12-03,158.94,4889.11
,2014-12-04,165.38,4889.11
,2014-12-05,174.03,4889.11
,2014-12-06,174.03,4889.11
,2014-12-07,174.03,4889.11
,2014-12-08,174.03,4889.11
,2014-12-09,178.77,4889.11
,2014-12-10,181.23,4889.11
,2014-12-11,180.43,4889.11
,2014-12-12,179.08,4889.11
,2014-12-13,179.08,4889.11
,2014-12-14,179.08,4889.11
,2014-12-15,183.7,4889.11
,2014-12-16,186.09,4889.11
,2014-12-17,182.23,4889.11
,2014-12-18,177.61,4889.11
,2014-12-19,175.99,4889.11
,2014-12-20,175.99,4889.11
,2014-12-21,175.99,4889.11
,2014-12-22,173.71,4889.11
,2014-12-23,173.17,4889.11
,2014-12-24,173.52,4889.11
,2014-12-25,173.52,4889.11
,2014-12-26,174.37,4889.11
,2014-12-27,174.37,4889.11
,2014-12-28,174.37,4889.11
,2014-12-29,172.21,4889.11
,2014-12-30,173.24,4889.11
,2014-12-31,173.24,4889.11
,2015-01-01,173.24,4889.11
,2015-01-02,176.2,4889.11
,2015-01-03,176.2,4889.11
,2015-01-04,176.2,4889.11
,2015-01-05,175.9,4889.11
,2015-01-06,175.1,4889.11
,2015-01-07,178.74,4889.11
,2015-01-08,187.04,4889.11
,2015-01-09,187.19,4889.11
,2015-01-10,187.19,4889.11
,2015-01-11,187.19,4889.11
,2015-01-12,187.19,4889.11
,2015-01-13,179.3,4889.11
,2015-01-14,179.02,4889.11
,2015-01-15,173.66,4889.11
,2015-01-16,175.03,4889.11
,2015-01-18,175.03,4889.11
,2015-01-19,175.03,4889.11
,2015-01-20,174.27,4889.11
,2015-01-21,177.07,4889.11
,2015-01-22,181.68,4889.11
,2015-01-23,184.19,4889.11
,2015-01-24,184.19,4889.11
,2015-01-25,184.19,4889.11
,2015-01-26,184.19,4889.11
,2015-01-27,185.19,4889.11
,2015-01-28,183.7,4889.11
,2015-01-29,186.44,4889.11
,2015-01-31,189.85,4889.11
,2015-02-01,189.85,5622.48
,2015-02-02,187.19,5622.48
,2015-02-03,186.04,5622.48
,2015-02-04,188.05,5622.48
,2015-02-05,188.2,5622.48
,2015-02-06,188.2,5622.48
,2015-02-07,188.2,5622.48
,2015-02-08,188.2,5622.48
,2015-02-09,187.14,5622.48
,2015-02-10,186.49,5622.48
,2015-02-11,190.75,5622.48
,2015-02-12,189.55,5622.48
,2015-02-13,187.59,5622.48
,2015-02-14,187.59,5622.48
,2015-02-15,187.59,5622.48
,2015-02-16,187.59,5622.48
,2015-02-17,189.33,5622.48
,2015-02-18,190.37,5622.48
,2015-02-19,190.15,5622.48
,2015-02-20,189.56,5622.48
,2015-02-21,189.56,5622.48
,2015-02-22,189.56,5622.48
,2015-02-23,195.07,5622.48
,2015-02-24,198.86,5622.48
,2015-02-25,202.56,5622.48
,2015-02-26,213.77,5622.48
,2015-02-27,222.12,5622.48
,2015-02-28,222.12,5622.48
,2015-03-01,222.12,5622.48
,2015-03-02,230.26,5622.48
,2015-03-03,237.35,5622.48
,2015-03-04,264.12,5622.48
,2015-03-05,281.05,5622.48
,2015-03-06,269.3,5622.48
,2015-03-07,240.45,5622.48
,2015-03-08,240.45,5622.48
,2015-03-09,243.04,5622.48
,2015-03-10,245.45,5622.48
,2015-03-11,276.5,5622.48
,2015-03-12,274,5622.48
,2015-03-13,249.46,5622.48
,2015-03-14,249.46,5622.48
,2015-03-15,249.46,5622.48
,2015-03-16,267.43,5622.48
,2015-03-17,267.71,5622.48
,2015-03-18,260.19,5622.48
,2015-03-19,256.45,5622.48
,2015-03-20,253.93,5622.48
,2015-03-21,253.93,5622.48
,2015-03-22,253.93,5622.48
,2015-03-23,253.93,5622.48
,2015-03-24,247.94,5622.48
,2015-03-25,246.48,5622.48
,2015-03-26,247.96,5622.48
,2015-03-27,248.52,5622.48
,2015-03-28,248.52,5622.48
,2015-03-29,248.52,5622.48
,2015-03-30,250.37,5622.48
,2015-03-31,252.59,5622.48
,2015-04-01,245.91,5622.48
,2015-04-02,245.91,5622.48
,2015-04-03,245.91,5622.48
,2015-04-04,245.91,5622.48
,2015-04-05,245.91,5622.48
,2015-04-06,245.19,5622.48
,2015-04-07,249.34,5622.48
,2015-04-08,251.44,5622.48
,2015-04-09,251.83,5622.48
,2015-04-10,258.92,5622.48
,2015-04-11,258.92,5622.48
,2015-04-12,258.92,5622.48
,2015-04-13,266.4,5622.48
,2015-04-14,276.08,5622.48
,2015-04-15,280.11,5622.48
,2015-04-16,275.58,5622.48
,2015-04-17,275.68,5622.48
,2015-04-18,275.68,5622.48
,2015-04-19,275.68,5622.48
,2015-04-20,274.84,5622.48
,2015-04-21,270,5622.48
,2015-04-22,272.08,5622.48
,2015-04-23,275.68,5622.48
,2015-04-24,277.85,5622.48
,2015-04-25,277.85,5622.48
,2015-04-26,277.85,5622.48
,2015-04-27,282.22,5622.48
,2015-04-28,285.57,5622.48
,2015-04-29,288.16,5622.48
,2015-04-30,279.22,5622.48
,2015-05-01,279.22,6746.98
,2015-05-02,279.22,6746.98
,2015-05-03,279.22,6746.98
,2015-05-04,287.27,6746.98
,2015-05-05,278.44,6746.98
,2015-05-06,275.56,6746.98
,2015-05-07,285.86,6746.98
,2015-05-08,288.14,6746.98
,2015-05-09,288.14,6746.98
,2015-05-10,288.14,6746.98
,2015-05-11,287.36,6746.98
,2015-05-12,288.05,6746.98
,2015-05-13,300.72,6746.98
,2015-05-14,305.85,6746.98
,2015-05-15,317.12,6746.98
,2015-05-16,317.12,6746.98
,2015-05-17,317.12,6746.98
,2015-05-18,317.12,6746.98
,2015-05-19,337.53,6746.98
,2015-05-20,350.4,6746.98
,2015-05-21,402,6746.98
,2015-05-22,423.39,6746.98
,2015-05-23,422.54,6746.98
,2015-05-24,422.54,6746.98
,2015-05-25,397.06,6746.98
,2015-05-26,343.12,6746.98
