ID,JHI_DATE,FROMCURRENCY  ,TOCURRENCY  ,CONVERSIONVALUE,SISTEMA  
,2010-06-23,,,9.92,NEGRO
,2010-06-25,,,8.05,NEGRO
,2010-06-26,,,8.05,NEGRO
,2010-06-27,,,7.91,NEGRO
,2010-06-28,,,7.91,NEGRO
,2010-06-29,,,7.92,NEGRO
,2010-06-30,,,7.97,NEGRO
,2010-07-01,,,7.97,NEGRO
,2010-07-02,,,7.98,NEGRO
,2010-07-04,,,7.85,NEGRO
,2010-07-06,,,7.84,NEGRO
,2010-07-07,,,8.27,NEGRO
,2010-07-08,,,8.22,NEGRO
,2010-07-09,,,8.17,NEGRO
,2010-07-11,,,8.17,NEGRO
,2010-07-12,,,8.16,NEGRO
,2010-07-13,,,8.13,NEGRO
,2010-07-14,,,8.15,NEGRO
,2010-07-15,,,8.14,NEGRO
,2010-07-16,,,8.17,NEGRO
,2010-07-17,,,8.17,NEGRO
,2010-07-18,,,8.17,NEGRO
,2010-07-19,,,8.14,NEGRO
,2010-07-20,,,8.14,NEGRO
,2010-07-21,,,8.12,NEGRO
,2010-07-22,,,8.21,NEGRO
,2010-07-23,,,8.23,NEGRO
,2010-07-24,,,8.22,NEGRO
,2010-07-25,,,8.49,NEGRO
,2010-07-26,,,8.45,NEGRO
,2010-07-27,,,8.42,NEGRO
,2010-07-28,,,8.39,NEGRO
,2010-07-29,,,8.37,NEGRO
,2010-07-30,,,8.38,NEGRO
,2010-07-31,,,8.38,NEGRO
,2010-08-01,,,8.38,NEGRO
,2010-08-02,,,8.33,NEGRO
,2010-08-03,,,8.34,NEGRO
,2010-08-04,,,8.34,NEGRO
,2010-08-05,,,8.27,NEGRO
,2010-08-06,,,8.27,NEGRO
,2010-08-07,,,8.27,NEGRO
,2010-08-08,,,8.27,NEGRO
,2010-08-09,,,8.27,NEGRO
,2010-08-10,,,8.23,NEGRO
,2010-08-11,,,8.21,NEGRO
,2010-08-12,,,8.24,NEGRO
,2010-08-13,,,8.34,NEGRO
,2010-08-14,,,8.34,NEGRO
,2010-08-15,,,8.26,NEGRO
,2010-08-16,,,8.26,NEGRO
,2010-08-17,,,8.23,NEGRO
,2010-08-18,,,8.21,NEGRO
,2010-08-19,,,7.9,NEGRO
,2010-08-20,,,7.9,NEGRO
,2010-08-22,,,7.91,NEGRO
,2010-08-23,,,7.86,NEGRO
,2010-08-24,,,8.27,NEGRO
,2010-08-25,,,8.27,NEGRO
,2010-08-26,,,8.27,NEGRO
,2010-08-29,,,8.27,NEGRO
,2010-08-31,,,8.31,NEGRO
,2010-09-02,,,8.23,NEGRO
,2010-09-03,,,8.23,NEGRO
,2010-09-05,,,8.22,NEGRO
,2010-09-06,,,8.22,NEGRO
,2010-09-07,,,8.22,NEGRO
,2010-09-08,,,8.2,NEGRO
,2010-09-09,,,8.19,NEGRO
,2010-09-10,,,8.19,NEGRO
,2010-09-12,,,8.19,NEGRO
,2010-09-13,,,8.15,NEGRO
,2010-09-14,,,8.13,NEGRO
,2010-09-15,,,8.21,NEGRO
,2010-09-16,,,8.23,NEGRO
,2010-09-19,,,8.21,NEGRO
,2010-09-20,,,8.18,NEGRO
,2010-09-21,,,8.17,NEGRO
,2010-09-22,,,8.2,NEGRO
,2010-09-23,,,8.2,NEGRO
,2010-09-26,,,8.22,NEGRO
,2010-09-27,,,8.19,NEGRO
,2010-09-28,,,8.2,NEGRO
,2010-09-29,,,8.18,NEGRO
,2010-09-30,,,8.18,NEGRO
,2010-10-01,,,8.18,NEGRO
,2010-10-03,,,8.17,NEGRO
,2010-10-04,,,8.19,NEGRO
,2010-10-05,,,8.19,NEGRO
,2010-10-06,,,8.16,NEGRO
,2010-10-07,,,8.16,NEGRO
,2010-10-10,,,8.12,NEGRO
,2010-10-11,,,8.12,NEGRO
,2010-10-12,,,8.12,NEGRO
,2010-10-13,,,8.15,NEGRO
,2010-10-17,,,7.87,NEGRO
,2010-10-18,,,7.53,NEGRO
,2010-10-19,,,7.57,NEGRO
,2010-10-20,,,7.55,NEGRO
,2010-10-21,,,7.56,NEGRO
,2010-10-24,,,7.92,NEGRO
,2010-10-25,,,7.96,NEGRO
,2010-10-26,,,7.99,NEGRO
,2010-10-27,,,8.02,NEGRO
,2010-10-28,,,7.99,NEGRO
,2010-10-31,,,7.99,NEGRO
,2010-11-01,,,7.99,NEGRO
,2010-11-03,,,7.89,NEGRO
,2010-11-04,,,7.81,NEGRO
,2010-11-07,,,7.84,NEGRO
,2010-11-08,,,7.82,NEGRO
,2010-11-09,,,7.88,NEGRO
,2010-11-11,,,7.81,NEGRO
,2010-11-14,,,8.04,NEGRO
,2010-11-15,,,8.05,NEGRO
,2010-11-16,,,8.05,NEGRO
,2010-11-17,,,8.04,NEGRO
,2010-11-18,,,8.07,NEGRO
,2010-11-21,,,8.18,NEGRO
,2010-11-22,,,8.49,NEGRO
,2010-11-23,,,8.5,NEGRO
,2010-11-24,,,8.43,NEGRO
,2010-11-25,,,8.48,NEGRO
,2010-11-28,,,8.56,NEGRO
,2010-11-29,,,8.52,NEGRO
,2010-11-30,,,8.63,NEGRO
,2010-12-01,,,8.59,NEGRO
,2010-12-02,,,8.56,NEGRO
,2010-12-05,,,8.46,NEGRO
,2010-12-06,,,8.4,NEGRO
,2010-12-07,,,8.41,NEGRO
,2010-12-08,,,8.37,NEGRO
,2010-12-09,,,8.48,NEGRO
,2010-12-12,,,8.36,NEGRO
,2010-12-13,,,8.46,NEGRO
,2010-12-14,,,8.49,NEGRO
,2010-12-15,,,8.45,NEGRO
,2010-12-16,,,8.48,NEGRO
,2010-12-19,,,8.53,NEGRO
,2010-12-20,,,8.75,NEGRO
,2010-12-21,,,8.78,NEGRO
,2010-12-22,,,8.81,NEGRO
,2010-12-23,,,8.72,NEGRO
,2010-12-26,,,8.84,NEGRO
,2010-12-27,,,8.93,NEGRO
,2010-12-28,,,8.93,NEGRO
,2010-12-29,,,8.93,NEGRO
,2010-12-30,,,9.35,NEGRO
,2011-01-02,,,9.09,NEGRO
,2011-01-03,,,9.08,NEGRO
,2011-01-04,,,8.92,NEGRO
,2011-01-05,,,9.01,NEGRO
,2011-01-06,,,8.99,NEGRO
,2011-01-09,,,8.79,NEGRO
,2011-01-10,,,8.67,NEGRO
,2011-01-11,,,8.76,NEGRO
,2011-01-12,,,8.74,NEGRO
,2011-01-13,,,8.65,NEGRO
,2011-01-16,,,8.66,NEGRO
,2011-01-17,,,8.65,NEGRO
,2011-01-18,,,8.64,NEGRO
,2011-01-19,,,8.53,NEGRO
,2011-01-20,,,8.55,NEGRO
,2011-01-23,,,8.51,NEGRO
,2011-01-24,,,8.54,NEGRO
,2011-01-25,,,8.59,NEGRO
,2011-01-26,,,8.64,NEGRO
,2011-01-27,,,8.59,NEGRO
,2011-01-28,,,8.63,NEGRO
,2011-01-30,,,8.65,NEGRO
,2011-01-31,,,8.64,NEGRO
,2011-02-01,,,8.62,NEGRO
,2011-02-02,,,8.63,NEGRO
,2011-02-03,,,8.63,NEGRO
,2011-02-06,,,8.65,NEGRO
,2011-02-09,,,8.86,NEGRO
,2011-02-10,,,8.86,NEGRO
,2011-02-13,,,8.79,NEGRO
,2011-02-14,,,8.81,NEGRO
,2011-02-15,,,8.88,NEGRO
,2011-02-16,,,8.88,NEGRO
,2011-02-17,,,8.76,NEGRO
,2011-02-20,,,8.73,NEGRO
,2011-02-21,,,8.74,NEGRO
,2011-02-22,,,8.8,NEGRO
,2011-02-23,,,8.82,NEGRO
,2011-02-24,,,8.79,NEGRO
,2011-02-27,,,8.82,NEGRO
,2011-02-28,,,8.85,NEGRO
,2011-03-01,,,8.89,NEGRO
,2011-03-02,,,8.88,NEGRO
,2011-03-03,,,8.79,NEGRO
,2011-03-06,,,8.77,NEGRO
,2011-03-07,,,8.78,NEGRO
,2011-03-08,,,8.73,NEGRO
,2011-03-09,,,8.69,NEGRO
,2011-03-10,,,8.67,NEGRO
,2011-03-12,,,8.65,NEGRO
,2011-03-13,,,8.66,NEGRO
,2011-03-14,,,8.7,NEGRO
,2011-03-15,,,8.7,NEGRO
,2011-03-16,,,8.75,NEGRO
,2011-03-17,,,8.9,NEGRO
,2011-03-18,,,8.67,NEGRO
,2011-03-19,,,8.7,NEGRO
,2011-03-20,,,8.68,NEGRO
,2011-03-21,,,8.6,NEGRO
,2011-03-22,,,8.6,NEGRO
,2011-03-23,,,8.58,NEGRO
,2011-03-24,,,8.4,NEGRO
,2011-03-25,,,8.4,NEGRO
,2011-03-26,,,8.4,NEGRO
,2011-03-28,,,8.43,NEGRO
,2011-03-29,,,8.46,NEGRO
,2011-03-30,,,8.41,NEGRO
,2011-03-31,,,8.39,NEGRO
,2011-04-01,,,8.31,NEGRO
,2011-04-02,,,8.31,NEGRO
,2011-04-03,,,8.4,NEGRO
,2011-04-04,,,8.28,NEGRO
,2011-04-05,,,8.26,NEGRO
,2011-04-06,,,8.26,NEGRO
,2011-04-07,,,8.21,NEGRO
,2011-04-08,,,8.24,NEGRO
,2011-04-10,,,8.2,NEGRO
,2011-04-11,,,8.2,NEGRO
,2011-04-12,,,8.23,NEGRO
,2011-04-13,,,8.27,NEGRO
,2011-04-14,,,8.2,NEGRO
,2011-04-15,,,8.2,NEGRO
,2011-04-16,,,8.2,NEGRO
,2011-04-17,,,8.13,NEGRO
,2011-04-18,,,8.17,NEGRO
,2011-04-19,,,8.13,NEGRO
,2011-04-20,,,8.11,NEGRO
,2011-04-21,,,8.1,NEGRO
,2011-04-22,,,8.07,NEGRO
,2011-04-24,,,8.02,NEGRO
,2011-04-25,,,8.06,NEGRO
,2011-04-26,,,8.07,NEGRO
,2011-04-27,,,8.02,NEGRO
,2011-04-28,,,7.99,NEGRO
,2011-04-29,,,8.03,NEGRO
,2011-05-01,,,8.02,NEGRO
,2011-05-02,,,8.41,NEGRO
,2011-05-03,,,8.37,NEGRO
,2011-05-04,,,8.37,NEGRO
,2011-05-05,,,8.37,NEGRO
,2011-05-06,,,8.46,NEGRO
,2011-05-07,,,8.46,NEGRO
,2011-05-08,,,8.51,NEGRO
,2011-05-09,,,8.55,NEGRO
,2011-05-10,,,8.51,NEGRO
,2011-05-11,,,8.81,NEGRO
,2011-05-12,,,8.48,NEGRO
,2011-05-13,,,8.5,NEGRO
,2011-05-14,,,8.49,NEGRO
,2011-05-15,,,8.49,NEGRO
,2011-05-16,,,8.53,NEGRO
,2011-05-17,,,8.54,NEGRO
,2011-05-18,,,8.59,NEGRO
,2011-05-19,,,8.54,NEGRO
,2011-05-20,,,8.52,NEGRO
,2011-05-21,,,8.52,NEGRO
,2011-05-23,,,8.86,NEGRO
,2011-05-24,,,8.56,NEGRO
,2011-05-25,,,8.56,NEGRO
,2011-05-26,,,8.54,NEGRO
,2011-05-27,,,8.53,NEGRO
,2011-05-28,,,8.53,NEGRO
,2011-05-29,,,8.51,NEGRO
,2011-05-30,,,8.45,NEGRO
,2011-06-01,,,8.43,NEGRO
,2011-06-02,,,8.33,NEGRO
,2011-06-03,,,8.34,NEGRO
,2011-06-04,,,8.34,NEGRO
,2011-06-05,,,8.33,NEGRO
,2011-06-06,,,8.33,NEGRO
,2011-06-07,,,8.25,NEGRO
,2011-06-08,,,8.34,NEGRO
,2011-06-09,,,8.28,NEGRO
,2011-06-10,,,8.3,NEGRO
,2011-06-11,,,8.3,NEGRO
,2011-06-12,,,8.3,NEGRO
,2011-06-13,,,8.31,NEGRO
,2011-06-14,,,8.31,NEGRO
,2011-06-15,,,8.27,NEGRO
,2011-06-16,,,8.38,NEGRO
,2011-06-17,,,8.35,NEGRO
,2011-06-18,,,8.35,NEGRO
,2011-06-19,,,8.37,NEGRO
,2011-06-20,,,8.35,NEGRO
,2011-06-21,,,8.16,NEGRO
,2011-06-22,,,8.32,NEGRO
,2011-06-23,,,8.32,NEGRO
,2011-06-24,,,8.36,NEGRO
,2011-06-25,,,8.36,NEGRO
,2011-06-26,,,8.36,NEGRO
,2011-06-27,,,8.33,NEGRO
,2011-06-28,,,8.34,NEGRO
,2011-06-29,,,8.31,NEGRO
,2011-06-30,,,8.24,NEGRO
,2011-07-01,,,8.2,NEGRO
,2011-07-02,,,8.2,NEGRO
,2011-07-03,,,8.2,NEGRO
,2011-07-04,,,8.19,NEGRO
,2011-07-05,,,8.19,NEGRO
,2011-07-06,,,8.21,NEGRO
,2011-07-07,,,8.18,NEGRO
,2011-07-08,,,8.18,NEGRO
,2011-07-09,,,8.18,NEGRO
,2011-07-10,,,8.19,NEGRO
,2011-07-11,,,8.25,NEGRO
,2011-07-12,,,8.24,NEGRO
,2011-07-13,,,8.24,NEGRO
,2011-07-14,,,8.27,NEGRO
,2011-07-15,,,8.27,NEGRO
,2011-07-16,,,8.27,NEGRO
,2011-07-17,,,8.25,NEGRO
,2011-07-18,,,8.29,NEGRO
,2011-07-19,,,8.28,NEGRO
,2011-07-20,,,8.3,NEGRO
,2011-07-21,,,8.34,NEGRO
,2011-07-22,,,8.34,NEGRO
,2011-07-23,,,8.34,NEGRO
,2011-07-24,,,8.36,NEGRO
,2011-07-25,,,8.41,NEGRO
,2011-07-26,,,8.38,NEGRO
,2011-07-27,,,8.37,NEGRO
,2011-07-28,,,8.34,NEGRO
,2011-07-29,,,8.37,NEGRO
,2011-07-30,,,8.34,NEGRO
,2011-07-31,,,8.27,NEGRO
,2011-08-01,,,8.38,NEGRO
,2011-08-02,,,8.31,NEGRO
,2011-08-03,,,8.37,NEGRO
,2011-08-04,,,8.5,NEGRO
,2011-08-05,,,8.5,NEGRO
,2011-08-06,,,8.5,NEGRO
,2011-08-07,,,8.43,NEGRO
,2011-08-08,,,8.53,NEGRO
,2011-08-09,,,8.63,NEGRO
,2011-08-10,,,8.71,NEGRO
,2011-08-11,,,8.68,NEGRO
,2011-08-12,,,8.66,NEGRO
,2011-08-13,,,8.66,NEGRO
,2011-08-14,,,8.68,NEGRO
,2011-08-15,,,8.68,NEGRO
,2011-08-16,,,8.82,NEGRO
,2011-08-17,,,8.79,NEGRO
,2011-08-18,,,8.81,NEGRO
,2011-08-19,,,8.81,NEGRO
,2011-08-20,,,8.81,NEGRO
,2011-08-21,,,8.7,NEGRO
,2011-08-22,,,8.76,NEGRO
,2011-08-23,,,8.59,NEGRO
,2011-08-24,,,8.66,NEGRO
,2011-08-25,,,8.63,NEGRO
,2011-08-26,,,8.67,NEGRO
,2011-08-27,,,8.67,NEGRO
,2011-08-28,,,8.61,NEGRO
,2011-08-29,,,8.63,NEGRO
,2011-08-31,,,8.63,NEGRO
,2011-09-01,,,8.59,NEGRO
,2011-09-02,,,8.6,NEGRO
,2011-09-03,,,8.6,NEGRO
,2011-09-04,,,8.59,NEGRO
,2011-09-05,,,8.57,NEGRO
,2011-09-06,,,8.65,NEGRO
,2011-09-07,,,8.61,NEGRO
,2011-09-08,,,8.6,NEGRO
,2011-09-09,,,8.64,NEGRO
,2011-09-10,,,8.64,NEGRO
,2011-09-11,,,8.63,NEGRO
,2011-09-12,,,8.68,NEGRO
,2011-09-13,,,8.76,NEGRO
,2011-09-14,,,8.82,NEGRO
,2011-09-15,,,8.82,NEGRO
,2011-09-16,,,8.76,NEGRO
,2011-09-17,,,8.76,NEGRO
,2011-09-18,,,8.75,NEGRO
,2011-09-19,,,8.75,NEGRO
,2011-09-20,,,8.89,NEGRO
,2011-09-21,,,9.08,NEGRO
,2011-09-23,,,8.96,NEGRO
,2011-09-24,,,8.96,NEGRO
,2011-09-25,,,8.96,NEGRO
,2011-09-26,,,8.94,NEGRO
,2011-09-27,,,8.86,NEGRO
,2011-09-28,,,8.93,NEGRO
,2011-09-29,,,8.96,NEGRO
,2011-09-30,,,8.92,NEGRO
,2011-10-01,,,8.92,NEGRO
,2011-10-02,,,8.92,NEGRO
,2011-10-03,,,9.03,NEGRO
,2011-10-04,,,8.94,NEGRO
,2011-10-05,,,9.09,NEGRO
,2011-10-06,,,9.06,NEGRO
,2011-10-07,,,8.95,NEGRO
,2011-10-08,,,8.95,NEGRO
,2011-10-09,,,9.01,NEGRO
,2011-10-10,,,9.03,NEGRO
,2011-10-11,,,9.01,NEGRO
,2011-10-12,,,9.03,NEGRO
,2011-10-13,,,8.66,NEGRO
,2011-10-14,,,8.65,NEGRO
,2011-10-15,,,8.65,NEGRO
,2011-10-16,,,8.61,NEGRO
,2011-10-17,,,8.76,NEGRO
,2011-10-18,,,8.72,NEGRO
,2011-10-19,,,8.75,NEGRO
,2011-10-20,,,8.71,NEGRO
,2011-10-21,,,8.71,NEGRO
,2011-10-22,,,8.71,NEGRO
,2011-10-23,,,8.73,NEGRO
,2011-10-24,,,8.64,NEGRO
,2011-10-25,,,8.62,NEGRO
,2011-10-26,,,8.58,NEGRO
,2011-10-27,,,8.58,NEGRO
,2011-10-28,,,8.58,NEGRO
,2011-10-29,,,8.58,NEGRO
,2011-10-30,,,8.61,NEGRO
,2011-10-31,,,8.61,NEGRO
,2011-11-01,,,8.71,NEGRO
,2011-11-02,,,8.71,NEGRO
,2011-11-03,,,8.76,NEGRO
,2011-11-05,,,8.76,NEGRO
,2011-11-06,,,8.86,NEGRO
,2011-11-07,,,8.85,NEGRO
,2011-11-08,,,8.88,NEGRO
,2011-11-09,,,8.88,NEGRO
,2011-11-10,,,8.91,NEGRO
,2011-11-11,,,8.88,NEGRO
,2011-11-12,,,8.9,NEGRO
,2011-11-13,,,8.9,NEGRO
,2011-11-14,,,8.91,NEGRO
,2011-11-15,,,8.87,NEGRO
,2011-11-16,,,8.95,NEGRO
,2011-11-17,,,9,NEGRO
,2011-11-18,,,9,NEGRO
,2011-11-19,,,9,NEGRO
,2011-11-20,,,9.04,NEGRO
,2011-11-21,,,9.06,NEGRO
,2011-11-22,,,9.09,NEGRO
,2011-11-23,,,9.15,NEGRO
,2011-11-25,,,9.28,NEGRO
,2011-11-26,,,9.28,NEGRO
,2011-11-27,,,9.24,NEGRO
,2011-11-28,,,9.27,NEGRO
,2011-11-29,,,9.28,NEGRO
,2011-11-30,,,9.28,NEGRO
,2011-12-01,,,9.28,NEGRO
,2011-12-03,,,9.24,NEGRO
,2011-12-04,,,9.22,NEGRO
,2011-12-05,,,9.17,NEGRO
,2011-12-06,,,9.12,NEGRO
,2011-12-07,,,9.09,NEGRO
,2011-12-08,,,9.09,NEGRO
,2011-12-09,,,9.09,NEGRO
,2011-12-10,,,9.09,NEGRO
,2011-12-11,,,9.08,NEGRO
,2011-12-12,,,9.04,NEGRO
,2011-12-13,,,9.02,NEGRO
,2011-12-14,,,9.06,NEGRO
,2011-12-15,,,9.02,NEGRO
,2011-12-16,,,9.06,NEGRO
,2011-12-17,,,9.06,NEGRO
,2011-12-18,,,9.06,NEGRO
,2011-12-19,,,9.25,NEGRO
,2011-12-20,,,9.27,NEGRO
,2011-12-21,,,9.27,NEGRO
,2011-12-22,,,9.41,NEGRO
,2011-12-23,,,9.38,NEGRO
,2011-12-24,,,9.38,NEGRO
,2011-12-25,,,9.43,NEGRO
,2011-12-26,,,9.42,NEGRO
,2011-12-27,,,9.42,NEGRO
,2011-12-28,,,9.5,NEGRO
,2011-12-29,,,9.45,NEGRO
,2011-12-30,,,9.45,NEGRO
,2011-12-31,,,9.46,NEGRO
,2012-01-01,,,9.46,NEGRO
,2012-01-02,,,9.46,NEGRO
,2012-01-03,,,9.29,NEGRO
,2012-01-04,,,9.17,NEGRO
,2012-01-05,,,9.21,NEGRO
,2012-01-06,,,9.18,NEGRO
,2012-01-07,,,9.18,NEGRO
,2012-01-08,,,9.19,NEGRO
,2012-01-09,,,9.15,NEGRO
,2012-01-10,,,9.15,NEGRO
,2012-01-11,,,9.11,NEGRO
,2012-01-12,,,8.99,NEGRO
,2012-01-13,,,8.98,NEGRO
,2012-01-14,,,8.99,NEGRO
,2012-01-15,,,8.98,NEGRO
,2012-01-16,,,8.96,NEGRO
,2012-01-17,,,8.97,NEGRO
,2012-01-18,,,8.81,NEGRO
,2012-01-19,,,8.82,NEGRO
,2012-01-20,,,8.82,NEGRO
,2012-01-21,,,8.82,NEGRO
,2012-01-22,,,8.82,NEGRO
,2012-01-23,,,8.67,NEGRO
,2012-01-24,,,8.72,NEGRO
,2012-01-25,,,8.71,NEGRO
,2012-01-26,,,8.71,NEGRO
,2012-01-27,,,8.69,NEGRO
,2012-01-28,,,8.69,NEGRO
,2012-01-29,,,8.68,NEGRO
,2012-01-30,,,8.77,NEGRO
,2012-01-31,,,8.77,NEGRO
,2012-02-01,,,8.68,NEGRO
,2012-02-02,,,8.68,NEGRO
,2012-02-03,,,8.68,NEGRO
,2012-02-04,,,8.68,NEGRO
,2012-02-05,,,8.65,NEGRO
,2012-02-06,,,8.65,NEGRO
,2012-02-07,,,8.61,NEGRO
,2012-02-08,,,8.59,NEGRO
,2012-02-09,,,8.58,NEGRO
,2012-02-10,,,8.63,NEGRO
,2012-02-11,,,8.63,NEGRO
,2012-02-12,,,8.63,NEGRO
,2012-02-13,,,9.02,NEGRO
,2012-02-14,,,9.02,NEGRO
,2012-02-15,,,8.92,NEGRO
,2012-02-16,,,8.81,NEGRO
,2012-02-17,,,8.81,NEGRO
,2012-02-18,,,8.81,NEGRO
,2012-02-19,,,8.94,NEGRO
,2012-02-20,,,8.97,NEGRO
,2012-02-21,,,8.92,NEGRO
,2012-02-22,,,9.01,NEGRO
,2012-02-23,,,8.97,NEGRO
,2012-02-24,,,8.97,NEGRO
,2012-02-26,,,8.98,NEGRO
,2012-02-27,,,8.96,NEGRO
,2012-02-28,,,8.95,NEGRO
,2012-02-29,,,8.91,NEGRO
,2012-03-01,,,8.94,NEGRO
,2012-03-02,,,8.94,NEGRO
,2012-03-03,,,8.94,NEGRO
,2012-03-04,,,8.96,NEGRO
,2012-03-05,,,9.34,NEGRO
,2012-03-06,,,9.36,NEGRO
,2012-03-07,,,9.58,NEGRO
,2012-03-08,,,9.58,NEGRO
,2012-03-10,,,9.58,NEGRO
,2012-03-11,,,9.58,NEGRO
,2012-03-12,,,9.56,NEGRO
,2012-03-14,,,9.47,NEGRO
,2012-03-15,,,9.63,NEGRO
,2012-03-16,,,9.63,NEGRO
,2012-03-17,,,9.63,NEGRO
,2012-03-18,,,9.51,NEGRO
,2012-03-19,,,9.52,NEGRO
,2012-03-20,,,9.35,NEGRO
,2012-03-21,,,9.34,NEGRO
,2012-03-22,,,9.34,NEGRO
,2012-03-23,,,9.34,NEGRO
,2012-03-24,,,9.34,NEGRO
,2012-03-25,,,9.32,NEGRO
,2012-03-26,,,9.31,NEGRO
,2012-03-27,,,9.32,NEGRO
,2012-03-28,,,9.38,NEGRO
,2012-03-29,,,9.38,NEGRO
,2012-03-30,,,9.38,NEGRO
,2012-03-31,,,9.38,NEGRO
,2012-04-01,,,9.38,NEGRO
,2012-04-02,,,9.38,NEGRO
,2012-04-03,,,9.36,NEGRO
,2012-04-04,,,9.36,NEGRO
,2012-04-05,,,9.4,NEGRO
,2012-04-06,,,9.4,NEGRO
,2012-04-07,,,9.4,NEGRO
,2012-04-08,,,9.4,NEGRO
,2012-04-09,,,9.39,NEGRO
,2012-04-10,,,9.4,NEGRO
,2012-04-11,,,9.4,NEGRO
,2012-04-12,,,9.35,NEGRO
,2012-04-13,,,9.35,NEGRO
,2012-04-14,,,9.39,NEGRO
,2012-04-15,,,9.35,NEGRO
,2012-04-16,,,9.35,NEGRO
,2012-04-18,,,9.37,NEGRO
,2012-04-19,,,9.39,NEGRO
,2012-04-20,,,9.36,NEGRO
,2012-04-21,,,9.36,NEGRO
,2012-04-22,,,9.31,NEGRO
,2012-04-23,,,9.35,NEGRO
,2012-04-24,,,9.31,NEGRO
,2012-04-25,,,9.31,NEGRO
,2012-04-26,,,9.27,NEGRO
,2012-04-29,,,9.25,NEGRO
,2012-04-30,,,9.28,NEGRO
,2012-05-01,,,9.28,NEGRO
,2012-05-02,,,9.24,NEGRO
,2012-05-03,,,9.23,NEGRO
,2012-05-04,,,9.23,NEGRO
,2012-05-05,,,9.23,NEGRO
,2012-05-06,,,9.2,NEGRO
,2012-05-07,,,9.24,NEGRO
,2012-05-08,,,9.3,NEGRO
,2012-05-09,,,9.32,NEGRO
,2012-05-10,,,9.29,NEGRO
,2012-05-11,,,9.29,NEGRO
,2012-05-12,,,9.29,NEGRO
,2012-05-13,,,9.29,NEGRO
,2012-05-14,,,9.32,NEGRO
,2012-05-15,,,9.29,NEGRO
,2012-05-16,,,9.43,NEGRO
,2012-05-17,,,9.47,NEGRO
,2012-05-18,,,9.47,NEGRO
,2012-05-19,,,9.47,NEGRO
,2012-05-20,,,9.53,NEGRO
,2012-05-21,,,9.63,NEGRO
,2012-05-22,,,9.61,NEGRO
,2012-05-23,,,9.61,NEGRO
,2012-05-24,,,9.69,NEGRO
,2012-05-25,,,9.69,NEGRO
,2012-05-26,,,9.69,NEGRO
,2012-05-27,,,9.7,NEGRO
,2012-05-28,,,9.7,NEGRO
,2012-05-29,,,9.52,NEGRO
,2012-05-30,,,9.61,NEGRO
,2012-05-31,,,9.56,NEGRO
,2012-06-01,,,9.64,NEGRO
,2012-06-02,,,9.64,NEGRO
,2012-06-03,,,9.62,NEGRO
,2012-06-04,,,9.56,NEGRO
,2012-06-05,,,9.43,NEGRO
,2012-06-06,,,9.41,NEGRO
,2012-06-07,,,9.39,NEGRO
,2012-06-08,,,9.34,NEGRO
,2012-06-09,,,9.34,NEGRO
,2012-06-10,,,9.34,NEGRO
,2012-06-11,,,9.34,NEGRO
,2012-06-12,,,9.34,NEGRO
,2012-06-13,,,9.39,NEGRO
,2012-06-14,,,9.4,NEGRO
,2012-06-15,,,9.39,NEGRO
,2012-06-16,,,9.39,NEGRO
,2012-06-17,,,9.39,NEGRO
,2012-06-18,,,9.39,NEGRO
,2012-06-19,,,9.33,NEGRO
,2012-06-20,,,9.34,NEGRO
,2012-06-21,,,9.34,NEGRO
,2012-06-22,,,9.42,NEGRO
,2012-06-23,,,9.42,NEGRO
,2012-06-24,,,9.42,NEGRO
,2012-06-25,,,9.45,NEGRO
,2012-06-26,,,9.51,NEGRO
,2012-06-27,,,9.45,NEGRO
,2012-06-28,,,9.51,NEGRO
,2012-06-29,,,9.37,NEGRO
,2012-06-30,,,9.37,NEGRO
,2012-07-01,,,9.37,NEGRO
,2012-07-02,,,9.37,NEGRO
,2012-07-03,,,9.36,NEGRO
,2012-07-05,,,9.33,NEGRO
,2012-07-06,,,9.33,NEGRO
,2012-07-07,,,9.33,NEGRO
,2012-07-08,,,9.4,NEGRO
,2012-07-09,,,9.4,NEGRO
,2012-07-10,,,9.4,NEGRO
,2012-07-11,,,9.42,NEGRO
,2012-07-12,,,9.4,NEGRO
,2012-07-13,,,9.36,NEGRO
,2012-07-14,,,9.36,NEGRO
,2012-07-15,,,9.37,NEGRO
,2012-07-16,,,9.36,NEGRO
,2012-07-17,,,9.03,NEGRO
,2012-07-18,,,9.35,NEGRO
,2012-07-19,,,9.34,NEGRO
,2012-07-20,,,9.34,NEGRO
,2012-07-21,,,9.34,NEGRO
,2012-07-22,,,9.35,NEGRO
,2012-07-23,,,9.42,NEGRO
,2012-07-24,,,9.45,NEGRO
,2012-07-29,,,9.42,NEGRO
,2012-07-30,,,9.43,NEGRO
,2012-07-31,,,9.42,NEGRO
,2012-08-01,,,9.4,NEGRO
,2012-08-02,,,9.43,NEGRO
,2012-08-03,,,9.43,NEGRO
,2012-08-04,,,9.43,NEGRO
,2012-08-05,,,9.43,NEGRO
,2012-08-06,,,9.4,NEGRO
,2012-08-07,,,9.4,NEGRO
,2012-08-08,,,9.46,NEGRO
,2012-08-09,,,9.45,NEGRO
,2012-08-10,,,9.45,NEGRO
,2012-08-11,,,9.45,NEGRO
,2012-08-12,,,9.43,NEGRO
,2012-08-13,,,9.48,NEGRO
,2012-08-14,,,9.48,NEGRO
