ID,JHI_DATE,FROMCURRENCY  ,TOCURRENCY  ,CONVERSIONVALUE,SISTEMA  
,2016-03-24,,,1171.15,NEGRO
,2016-03-25,,,1171.15,NEGRO
,2016-03-26,,,1171.15,NEGRO
,2016-03-27,,,1171.15,NEGRO
,2016-03-28,,,1171.15,NEGRO
,2016-03-29,,,1171.15,NEGRO
,2016-03-30,,,1150,NEGRO
,2016-03-31,,,1172.55,NEGRO
,2016-04-01,,,1172.55,NEGRO
,2016-04-02,,,1172.55,NEGRO
,2016-04-03,,,1172.55,NEGRO
,2016-04-04,,,1125.49,NEGRO
,2016-04-05,,,1164.71,NEGRO
,2016-04-06,,,1142.31,NEGRO
,2016-04-07,,,1142.31,NEGRO
,2016-04-08,,,1142.31,NEGRO
,2016-04-09,,,1142.31,NEGRO
,2016-04-10,,,1142.31,NEGRO
,2016-04-11,,,1142.31,NEGRO
,2016-04-12,,,1138.46,NEGRO
,2016-04-13,,,1138.46,NEGRO
,2016-04-14,,,1134.62,NEGRO
,2016-04-15,,,1134.62,NEGRO
,2016-04-16,,,1134.62,NEGRO
,2016-04-17,,,1134.62,NEGRO
,2016-04-18,,,1136.54,NEGRO
,2016-04-19,,,1136.54,NEGRO
,2016-04-20,,,1111.54,NEGRO
,2016-04-21,,,1111.54,NEGRO
,2016-04-22,,,1111.54,NEGRO
,2016-04-23,,,1115.38,NEGRO
,2016-04-24,,,1115.38,NEGRO
,2016-04-25,,,1126.92,NEGRO
,2016-04-26,,,1126.92,NEGRO
,2016-04-27,,,1126.92,NEGRO
,2016-04-28,,,1115.38,NEGRO
,2016-04-29,,,1115.38,NEGRO
,2016-04-30,,,1115.38,NEGRO
,2016-05-01,,,1115.38,NEGRO
,2016-05-02,,,1115.38,NEGRO
,2016-05-03,,,1096.15,NEGRO
,2016-05-04,,,1096.15,NEGRO
,2016-05-05,,,1096.15,NEGRO
,2016-05-06,,,1109.62,NEGRO
,2016-05-07,,,1109.62,NEGRO
,2016-05-08,,,1109.62,NEGRO
,2016-05-09,,,1109.62,NEGRO
,2016-05-10,,,1113.46,NEGRO
,2016-05-11,,,1090.57,NEGRO
,2016-05-12,,,1090.57,NEGRO
,2016-05-13,,,1096.15,NEGRO
,2016-05-14,,,1096.15,NEGRO
,2016-05-15,,,1096.15,NEGRO
,2016-05-16,,,1096.15,NEGRO
,2016-05-17,,,1075.47,NEGRO
,2016-05-18,,,1075.47,NEGRO
,2016-05-19,,,1098.11,NEGRO
,2016-05-20,,,1050.91,NEGRO
,2016-05-21,,,1050.91,NEGRO
,2016-05-22,,,1050.91,NEGRO
,2016-05-23,,,1050.91,NEGRO
,2016-05-24,,,1032.69,NEGRO
,2016-05-25,,,1032.69,NEGRO
,2016-05-26,,,1014.04,NEGRO
,2016-05-27,,,999.87,NEGRO
,2016-05-28,,,999.87,NEGRO
,2016-05-29,,,999.87,NEGRO
,2016-05-30,,,999.87,NEGRO
,2016-05-31,,,1017.54,NEGRO
,2016-06-01,,,996.55,NEGRO
,2016-06-02,,,996.55,NEGRO
,2016-06-03,,,996.55,NEGRO
,2016-06-06,,,996.55,NEGRO
,2016-06-07,,,998.28,NEGRO
,2016-06-09,,,996.55,NEGRO
,2016-06-11,,,1055.56,NEGRO
,2016-06-14,,,1055.56,NEGRO
,2016-06-15,,,1055.56,NEGRO
,2016-06-16,,,1094.34,NEGRO
,2016-06-17,,,1094.34,NEGRO
,2016-06-18,,,1094.34,NEGRO
,2016-06-19,,,1094.34,NEGRO
,2016-06-20,,,1094.34,NEGRO
,2016-06-21,,,1079.63,NEGRO
,2016-06-22,,,1079.63,NEGRO
,2016-06-23,,,1065.45,NEGRO
,2016-06-24,,,1043.64,NEGRO
,2016-06-25,,,1043.64,NEGRO
,2016-06-26,,,1043.64,NEGRO
,2016-06-27,,,1047.27,NEGRO
,2016-06-28,,,1047.27,NEGRO
,2016-06-30,,,1043.64,NEGRO
,2016-07-01,,,1040,NEGRO
,2016-07-02,,,1040,NEGRO
,2016-07-03,,,1040,NEGRO
,2016-07-04,,,1037.78,NEGRO
,2016-07-05,,,1035.37,NEGRO
,2016-07-06,,,1036.87,NEGRO
,2016-07-07,,,1033.56,NEGRO
,2016-07-08,,,1030.85,NEGRO
,2016-07-09,,,1030.85,NEGRO
,2016-07-10,,,1030.85,NEGRO
,2016-07-11,,,1021.57,NEGRO
,2016-07-12,,,1016.74,NEGRO
,2016-07-13,,,1015.03,NEGRO
,2016-07-14,,,1014.35,NEGRO
,2016-07-15,,,1010.65,NEGRO
,2016-07-16,,,1010.65,NEGRO
,2016-07-17,,,1010.65,NEGRO
,2016-07-18,,,1007.24,NEGRO
,2016-07-19,,,1009.67,NEGRO
,2016-07-20,,,1005.87,NEGRO
,2016-07-21,,,1006.34,NEGRO
,2016-07-22,,,1007.63,NEGRO
,2016-07-23,,,1007.63,NEGRO
,2016-07-24,,,1007.63,NEGRO
,2016-07-25,,,1010.82,NEGRO
,2016-07-26,,,1010.82,NEGRO
,2016-07-27,,,1010.82,NEGRO
,2016-07-28,,,1008.32,NEGRO
,2016-07-29,,,1005.74,NEGRO
,2016-07-30,,,1005.74,NEGRO
,2016-07-31,,,1005.74,NEGRO
,2016-08-01,,,1003.63,NEGRO
,2016-08-02,,,1001.85,NEGRO
,2016-08-03,,,999.65,NEGRO
,2016-08-04,,,1003.26,NEGRO
,2016-08-05,,,1003.26,NEGRO
,2016-08-06,,,1003.26,NEGRO
,2016-08-07,,,1003.26,NEGRO
,2016-08-08,,,1006.35,NEGRO
,2016-08-09,,,1008.52,NEGRO
,2016-08-10,,,1008.52,NEGRO
,2016-08-11,,,1009.36,NEGRO
,2016-08-12,,,1011.95,NEGRO
,2016-08-13,,,1011.95,NEGRO
,2016-08-14,,,1011.95,NEGRO
,2016-08-15,,,1011.95,NEGRO
,2016-08-16,,,1007.63,NEGRO
,2016-08-17,,,1009.14,NEGRO
,2016-08-18,,,1010.88,NEGRO
,2016-08-19,,,1008.39,NEGRO
,2016-08-20,,,1008.39,NEGRO
,2016-08-21,,,1008.39,NEGRO
,2016-08-22,,,1011.87,NEGRO
,2016-08-23,,,1015.49,NEGRO
,2016-08-24,,,1018.73,NEGRO
,2016-08-25,,,1016.39,NEGRO
,2016-08-26,,,1021.87,NEGRO
,2016-08-27,,,1021.87,NEGRO
,2016-08-28,,,1021.87,NEGRO
,2016-08-29,,,1020.61,NEGRO
,2016-08-30,,,1025.96,NEGRO
,2016-08-31,,,1028.85,NEGRO
,2016-09-01,,,1022.98,NEGRO
,2016-09-02,,,1020.84,NEGRO
,2016-09-03,,,1020.84,NEGRO
,2016-09-04,,,1020.84,NEGRO
,2016-09-05,,,1018.78,NEGRO
,2016-09-06,,,1021.74,NEGRO
,2016-09-07,,,1024.93,NEGRO
,2016-09-08,,,1022.84,NEGRO
,2016-09-09,,,1025.39,NEGRO
,2016-09-10,,,1025.39,NEGRO
,2016-09-11,,,1025.39,NEGRO
,2016-09-12,,,1024.89,NEGRO
,2016-09-13,,,1022.87,NEGRO
,2016-09-14,,,1025.63,NEGRO
,2016-09-15,,,1024.84,NEGRO
,2016-09-16,,,1026.13,NEGRO
,2016-09-17,,,1026.13,NEGRO
,2016-09-18,,,1026.13,NEGRO
,2016-09-19,,,1012.63,NEGRO
,2016-09-20,,,1010.29,NEGRO
,2016-09-21,,,1008.16,NEGRO
,2016-09-22,,,1010.21,NEGRO
,2016-09-23,,,1017.34,NEGRO
,2016-09-24,,,1017.34,NEGRO
,2016-09-25,,,1017.34,NEGRO
,2016-09-26,,,1035.72,NEGRO
,2016-09-27,,,1052.76,NEGRO
,2016-09-28,,,1061.79,NEGRO
,2016-09-29,,,1070.85,NEGRO
,2016-09-30,,,1078.34,NEGRO
,2016-10-01,,,1078.34,NEGRO
,2016-10-02,,,1078.34,NEGRO
,2016-10-03,,,1084.63,NEGRO
,2016-10-04,,,1084.63,NEGRO
,2016-10-05,,,1082.78,NEGRO
,2016-10-06,,,1087.62,NEGRO
,2016-10-07,,,1092.73,NEGRO
,2016-10-08,,,1092.73,NEGRO
,2016-10-09,,,1092.73,NEGRO
,2016-10-10,,,1103.76,NEGRO
,2016-10-11,,,1118.69,NEGRO
,2016-10-12,,,1134.93,NEGRO
,2016-10-13,,,1146.28,NEGRO
,2016-10-14,,,1167.49,NEGRO
,2016-10-15,,,1167.49,NEGRO
,2016-10-16,,,1167.49,NEGRO
,2016-10-17,,,1178.51,NEGRO
,2016-10-18,,,1189.34,NEGRO
,2016-10-19,,,1197.78,NEGRO
,2016-10-20,,,1204.78,NEGRO
,2016-10-21,,,1209.81,NEGRO
,2016-10-22,,,1209.81,NEGRO
,2016-10-23,,,1209.81,NEGRO
,2016-10-24,,,1221.87,NEGRO
,2016-10-25,,,1262.31,NEGRO
,2016-10-26,,,1327.08,NEGRO
,2016-10-27,,,1385.52,NEGRO
,2016-10-28,,,1417.23,NEGRO
,2016-10-29,,,1417.23,NEGRO
,2016-10-30,,,1417.23,NEGRO
,2016-10-31,,,1501.17,NEGRO
,2016-11-01,,,1567.35,NEGRO
,2016-11-02,,,1604.82,NEGRO
,2016-11-03,,,1682.12,NEGRO
,2016-11-04,,,1758.23,NEGRO
,2016-11-05,,,1758.23,NEGRO
,2016-11-06,,,1758.23,NEGRO
,2016-11-07,,,1756.91,NEGRO
,2016-11-08,,,1821.61,NEGRO
,2016-11-09,,,1844.02,NEGRO
,2016-11-10,,,1883.25,NEGRO
,2016-11-11,,,1905.98,NEGRO
,2016-11-12,,,1905.98,NEGRO
,2016-11-13,,,1905.98,NEGRO
,2016-11-14,,,1905.98,NEGRO
,2016-11-15,,,1911.02,NEGRO
,2016-11-16,,,1922.87,NEGRO
,2016-11-17,,,1952.11,NEGRO
,2016-11-18,,,1967.69,NEGRO
,2016-11-19,,,1967.69,NEGRO
,2016-11-20,,,1967.69,NEGRO
,2016-11-21,,,2192.65,NEGRO
,2016-11-22,,,2301.72,NEGRO
,2016-11-23,,,2474.23,NEGRO
,2016-11-24,,,2752.89,NEGRO
,2016-11-25,,,2971.62,NEGRO
,2016-11-26,,,2971.62,NEGRO
,2016-11-27,,,2971.62,NEGRO
,2016-11-28,,,3687.51,NEGRO
,2016-11-29,,,3986.48,NEGRO
,2016-11-30,,,4538.46,NEGRO
,2016-12-01,,,4587.73,NEGRO
,2016-12-02,,,4402.55,NEGRO
,2016-12-03,,,4402.55,NEGRO
,2016-12-04,,,4402.55,NEGRO
,2016-12-05,,,4138.89,NEGRO
,2016-12-06,,,4242.86,NEGRO
,2016-12-07,,,4261.35,NEGRO
,2016-12-08,,,4265.62,NEGRO
,2016-12-09,,,4254.11,NEGRO
,2016-12-10,,,4254.11,NEGRO
,2016-12-11,,,4254.11,NEGRO
,2016-12-12,,,3980.51,NEGRO
,2016-12-13,,,3570.74,NEGRO
,2016-12-14,,,3105.11,NEGRO
,2016-12-15,,,2480.52,NEGRO
,2016-12-16,,,2504.11,NEGRO
,2016-12-17,,,2507.09,NEGRO
,2016-12-18,,,2507.09,NEGRO
,2016-12-19,,,2650.75,NEGRO
,2016-12-20,,,2718.37,NEGRO
,2016-12-21,,,2751.22,NEGRO
,2016-12-22,,,2755.72,NEGRO
,2016-12-23,,,2802.47,NEGRO
,2016-12-24,,,2802.47,NEGRO
,2016-12-25,,,2802.47,NEGRO
,2016-12-26,,,2851.07,NEGRO
,2016-12-27,,,2923.54,NEGRO
,2016-12-28,,,2875.43,NEGRO
,2016-12-29,,,3107.73,NEGRO
,2016-12-30,,,3164.72,NEGRO
,2016-12-31,,,3164.72,NEGRO
,2017-01-01,,,3164.72,NEGRO
,2017-01-02,,,3207.54,NEGRO
,2017-01-03,,,3209.78,NEGRO
,2017-01-04,,,3190.75,NEGRO
,2017-01-05,,,3250.22,NEGRO
,2017-01-06,,,3348.36,NEGRO
,2017-01-07,,,3348.36,NEGRO
,2017-01-08,,,3348.36,NEGRO
,2017-01-09,,,3355.23,NEGRO
,2017-01-10,,,3351.73,NEGRO
,2017-01-11,,,3353.11,NEGRO
,2017-01-12,,,3401.44,NEGRO
,2017-01-13,,,3510.54,NEGRO
,2017-01-14,,,3510.54,NEGRO
,2017-01-15,,,3510.54,NEGRO
,2017-01-16,,,3607.05,NEGRO
,2017-01-17,,,3723.41,NEGRO
,2017-01-18,,,3755.22,NEGRO
,2017-01-19,,,3751.62,NEGRO
,2017-01-20,,,3753.01,NEGRO
,2017-01-21,,,3753.01,NEGRO
,2017-01-22,,,3753.01,NEGRO
,2017-01-23,,,3751.11,NEGRO
,2017-01-24,,,3680.51,NEGRO
,2017-01-25,,,3684.31,NEGRO
,2017-01-26,,,3652.07,NEGRO
,2017-01-27,,,3650.02,NEGRO
,2017-01-28,,,3650.02,NEGRO
,2017-01-29,,,3650.02,NEGRO
,2017-01-30,,,3541.36,NEGRO
,2017-01-31,,,3545.01,NEGRO
,2017-02-01,,,3551.62,NEGRO
,2017-02-02,,,3322.55,NEGRO
,2017-02-03,,,3323.02,NEGRO
,2017-02-04,,,3323.02,NEGRO
,2017-02-05,,,3323.02,NEGRO
,2017-02-06,,,3376.4,NEGRO
,2017-02-07,,,3451.62,NEGRO
,2017-02-08,,,3581.77,NEGRO
,2017-02-09,,,3640.29,NEGRO
,2017-02-10,,,3720.12,NEGRO
,2017-02-11,,,3720.12,NEGRO
,2017-02-12,,,3720.12,NEGRO
,2017-02-13,,,3820.83,NEGRO
,2017-02-14,,,3910.74,NEGRO
,2017-02-15,,,4105.15,NEGRO
,2017-02-16,,,4190.89,NEGRO
,2017-02-17,,,4229.94,NEGRO
,2017-02-18,,,4229.94,NEGRO
,2017-02-19,,,4229.94,NEGRO
,2017-02-20,,,4276.64,NEGRO
,2017-02-21,,,4285.18,NEGRO
,2017-02-22,,,4325.1,NEGRO
,2017-02-23,,,4327.82,NEGRO
,2017-02-24,,,4329.11,NEGRO
,2017-02-25,,,4329.11,NEGRO
,2017-02-26,,,4329.11,NEGRO
,2017-02-27,,,4329.11,NEGRO
,2017-02-28,,,4329.11,NEGRO
,2017-03-01,,,4334.41,NEGRO
,2017-03-02,,,4339.77,NEGRO
,2017-03-03,,,4158.77,NEGRO
,2017-03-04,,,4158.77,NEGRO
,2017-03-05,,,4158.77,NEGRO
,2017-03-06,,,3962.86,NEGRO
,2017-03-07,,,3879.78,NEGRO
,2017-03-08,,,3690.28,NEGRO
,2017-03-09,,,3430.87,NEGRO
,2017-03-10,,,3209.13,NEGRO
,2017-03-11,,,3209.13,NEGRO
,2017-03-12,,,3209.13,NEGRO
,2017-03-13,,,2930.74,NEGRO
,2017-03-14,,,2804.61,NEGRO
,2017-03-15,,,2770.84,NEGRO
,2017-03-16,,,2777.69,NEGRO
,2017-03-17,,,2772.62,NEGRO
,2017-03-18,,,2772.62,NEGRO
,2017-03-19,,,2772.62,NEGRO
,2017-03-20,,,2807.54,NEGRO
,2017-03-21,,,2803.11,NEGRO
,2017-03-22,,,2905.76,NEGRO
,2017-03-23,,,3014.02,NEGRO
,2017-03-24,,,3009.81,NEGRO
,2017-03-25,,,3009.81,NEGRO
,2017-03-26,,,3009.81,NEGRO
,2017-03-27,,,3063.18,NEGRO
,2017-03-28,,,3098.32,NEGRO
,2017-03-29,,,3203.62,NEGRO
,2017-03-30,,,3451.74,NEGRO
,2017-03-31,,,3790.81,NEGRO
,2017-04-01,,,3790.81,NEGRO
,2017-04-02,,,3790.81,NEGRO
,2017-04-03,,,3709.63,NEGRO
,2017-04-04,,,4097.56,NEGRO
,2017-04-05,,,4201.62,NEGRO
,2017-04-06,,,4304.73,NEGRO
,2017-04-07,,,4407.51,NEGRO
,2017-04-08,,,4407.51,NEGRO
,2017-04-09,,,4407.51,NEGRO
,2017-04-10,,,4411.22,NEGRO
,2017-04-11,,,4411.82,NEGRO
,2017-04-12,,,4412.01,NEGRO
,2017-04-13,,,4412.01,NEGRO
,2017-04-14,,,4412.01,NEGRO
,2017-04-15,,,4412.01,NEGRO
,2017-04-16,,,4412.01,NEGRO
,2017-04-17,,,4412.85,NEGRO
,2017-04-18,,,4507.63,NEGRO
,2017-04-19,,,4601.57,NEGRO
,2017-04-20,,,4708.77,NEGRO
,2017-04-21,,,4711.73,NEGRO
,2017-04-22,,,4711.73,NEGRO
,2017-04-23,,,4711.73,NEGRO
,2017-04-24,,,4908.73,NEGRO
,2017-04-25,,,4871.62,NEGRO
,2017-04-26,,,4512.33,NEGRO
,2017-04-27,,,4280.72,NEGRO
,2017-04-28,,,4283.17,NEGRO
,2017-04-29,,,4283.17,NEGRO
,2017-04-30,,,4283.17,NEGRO
,2017-05-01,,,4283.17,NEGRO
,2017-05-02,,,4608.75,NEGRO
,2017-05-03,,,4907.63,NEGRO
,2017-05-04,,,4989.07,NEGRO
,2017-05-05,,,5105.71,NEGRO
,2017-05-06,,,5105.71,NEGRO
,2017-05-07,,,5105.71,NEGRO
,2017-05-08,,,5113.87,NEGRO
,2017-05-09,,,5117.11,NEGRO
,2017-05-10,,,5118.09,NEGRO
,2017-05-11,,,5201.87,NEGRO
,2017-05-12,,,5383.11,NEGRO
,2017-05-13,,,5383.11,NEGRO
,2017-05-14,,,5383.11,NEGRO
,2017-05-15,,,5411.73,NEGRO
,2017-05-16,,,5507.83,NEGRO
,2017-05-17,,,5711.53,NEGRO
,2017-05-18,,,5801.55,NEGRO
,2017-05-19,,,5807.58,NEGRO
,2017-05-20,,,5807.58,NEGRO
,2017-05-21,,,5807.58,NEGRO
,2017-05-22,,,5851.63,NEGRO
,2017-05-23,,,5890.73,NEGRO
,2017-05-24,,,5907.87,NEGRO
,2017-05-25,,,5980.75,NEGRO
,2017-05-26,,,6079.87,NEGRO
,2017-05-27,,,6079.87,NEGRO
,2017-05-28,,,6079.87,NEGRO
,2017-05-29,,,6079.87,NEGRO
,2017-05-30,,,6081.67,NEGRO
,2017-05-31,,,6108.97,NEGRO
,2017-06-01,,,6112.88,NEGRO
,2017-06-02,,,6205.98,NEGRO
,2017-06-03,,,6205.98,NEGRO
,2017-06-04,,,6205.98,NEGRO
,2017-06-05,,,6308.62,NEGRO
,2017-06-06,,,6480.63,NEGRO
,2017-06-07,,,6540.93,NEGRO
,2017-06-08,,,6780.93,NEGRO
,2017-06-09,,,7107.86,NEGRO
,2017-06-10,,,7107.86,NEGRO
,2017-06-11,,,7107.86,NEGRO
,2017-06-12,,,7297.07,NEGRO
,2017-06-13,,,7480.97,NEGRO
,2017-06-14,,,7711.14,NEGRO
,2017-06-15,,,8104.71,NEGRO
,2017-06-16,,,8287.53,NEGRO
,2017-06-17,,,8287.53,NEGRO
,2017-06-18,,,8287.53,NEGRO
,2017-06-19,,,8291.47,NEGRO
,2017-06-20,,,8292.84,NEGRO
,2017-06-21,,,8293.89,NEGRO
,2017-06-22,,,8301.71,NEGRO
,2017-06-23,,,8301.71,NEGRO
,2017-06-24,,,8301.71,NEGRO
,2017-06-25,,,8301.71,NEGRO
,2017-06-26,,,8284.17,NEGRO
,2017-06-27,,,7980.67,NEGRO
,2017-06-28,,,7984.07,NEGRO
,2017-06-29,,,7873.05,NEGRO
,2017-06-30,,,7780.95,NEGRO
